SE-00001484,PR-00000016,Tarumbal Kindergarten,Tarumbal Kindergarten Association Inc,100 Water Street  ,NORTH ROCKHAMPTON,QLD,4701,07 4928 5350,4928 5350,ttarumba@bigpond.net.au,,25,2/07/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001346,PR-00000039,Emu Park Community Kindergarten,Emu Park Community Kindergarten Inc,13 Arthur Street  ,EMU PARK,QLD,4702,07 4939 6622,,emuparkkindy@bigpond.com,,22,4/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001627,PR-00001129,Goodstart Early Learning Gracemere,Goodstart Early Learning Ltd,2 Stover St  ,GRACEMERE,QLD,4702,49334544,49334566,grc@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,1/12/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00000339,PR-00000306,Kallahra Child Care Centre,Feng Holdings Pty Ltd,621 Norman Road  ,PARKHURST,QLD,4702,07 4926 3400,07 4926 3010,kallahra@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,75,8/08/15,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00002329,PR-00001184,Le Smileys Early Learning Centre,DJ and ME O'Rourke Pty Ltd ATF O'Rourke Family Trust,58 Lucas Street  ,GRACEMERE,QLD,4702,749333553,749333554,lesmileys@bigpond.com, This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,88,25/01/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000597,PR-00000965,Parkhurst Early Learning Centre,Cashmia Investments Pty Ltd,16 Bean Avenue  ,PARKHURST,QLD,4702,07 4936 2216,4936 2261,parkhurstelc@gmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,69,19/07/15,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-40001628,PR-00000659,PCYC Rockhampton-Cawarral School Age Care,Queensland Police-Citizens Youth Welfare Association ,Cawarral State School  125 Annie Dr,CAWARRAL,QLD,4702,749277899,49223998,greg.jones@pcyc.org.au,,30,25/01/18,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002280,PR-00000953,Skippy's Early Learning Gracemere,Penny F Pty Ltd ATF Penny Farrell Unit Trust,79 Breakspear Street  ,GRACEMERE,QLD,4702,07 4933 3434,07 4933 3880,gracemere@skippys.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,27/08/15,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00011345,PR-00008029,C&K Taranganba Community Kindergarten,The Creche and Kindergarten Association Limited, 61 Taranganba Road   ,YEPPOON,QLD,4703,07 4930 2084,07 33567976,taranganba@candk.asn.au,,24,10/09/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000533,PR-00000386,Cedar Avenue Early Learning,Krenske Enterprises Pty Ltd,20-24 Cedar Avenue  ,YEPPOON,QLD,4703,07 4939 2742,4939 2714,cedar@centralqldchildcare.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 126 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,114,1/10/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000085,PR-00006559,Helping Hands Taranganba,Helping Hands Network Foundation Ltd,Taranganba State School  ,YEPPOON,QLD,4703,427001821,753418958,taranganba@helpinghandsnetwork.com.au,,60,25/10/16,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-00000173,PR-00000834,J.A.C.'s Learning World,Mrs Delena  Clark & Mr Jeffery Clark,6 Ranger Drive  ,YEPPOON,QLD,4703,07 4939 2010,07 4938 3759,jacslearning@westnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,52,22/09/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002293,PR-00000659,PCYC Rockhampton - Yeppoon School Age Care,Queensland Police-Citizens Youth Welfare Association ,Yeppoon State School  Tucker Street,YEPPOON,QLD,4703,07 4927 7899,,yeppoonsac@pcyc.org.au,,45,13/07/14,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001231,PR-00000595,Sacred Heart Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,14 Barracuda Crescent  ,YEPPOON,QLD,4703,07 4933 7725,07 4933 6470,rosemary_stevens@rok.catholic.edu.au,,30,24/12/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001635,PR-00000386,Taranganba Early Learning,Krenske Enterprises Pty Ltd,83 Taranganba Rd  ,TAROOMBALL,QLD,4703,437827575,,taranganba@centralqldchildcare.com.au,,150,29/01/18,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001516,PR-00000472,Yeppoon & District Kindergarten,Yeppoon & District Kindergarten Association Inc,27 Queen Street  ,YEPPOON,QLD,4703,07 4939 1549,4939 1549,yeppoonkindy@bigpond.com,,50,21/06/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001640,PR-00000472,Yeppoon & District Kindergarten - Preschool Campus,Yeppoon & District Kindergarten Association Inc,16 Tucker Street  ,YEPPOON,QLD,4703,07 4925 0292,,yeppoonkindy@bigpond.com,,25,10/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001487,PR-00008029,C&K Tieri Community Kindergarten,The Creche and Kindergarten Association Limited,1 Carbeen Street  ,TIERI,QLD,4709,07 4984 8304,49848505,tieri@candk.asn.au,,25,17/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001688,PR-00000869,Coastal Kids Childcare,Dallistonvalor Pty Ltd ATF Corrigan Family Trust,2 Arthur St  ,EMU PARK,QLD,4710,07 4938 7177,07 4938 7188,coastkid@bigpond.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,96,28/01/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002179,PR-00001035,Kindy Care Mount Morgan,Lisa Wyvill,17 Central Street  ,MOUNT MORGAN,QLD,4714,4938 1772,4938 2776,kindycare@bigpond.com, This service is approved to provide education and care to children from children from 30 months up to and including over preschool age not including school children,40,27/08/14,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS
SE-00000720,PR-00001038,Red Frog 4 Early Childhood Education,Marcel 3 Pty Ltd,32 Thompson Street  ,MOUNT MORGAN,QLD,4714,07 4938 1051,,redfrog4ece@bigpond.com,,44,5/05/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001277,PR-00000488,Biloela Community Preschool and Kindergarten,Biloela Community Preschool & Kindergarten Association Inc,95 Kariboe Street  ,BILOELA,QLD,4715,07 4992 1327,07 4992 6677,biloelakindergarten@bigpond.com,,25,4/05/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS
SE-00000677,PR-00000502,Biloela Early Learning Centre and Child Care,Qld Childcare Centres Pty Ltd,4 Heaton Street  ,BILOELA,QLD,4715,07 4992 4290,,biloelaearly@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,62,25/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000025,PR-00008029,C&K Biloela Community Child Care Centre,The Creche and Kindergarten Association Limited,96-98 Grevillea Street  ,BILOELA,QLD,4715,07 4992 3777,4992 6780,biloela@candk.asn.au, The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310(1)).,42,4/05/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001329,PR-00008029,C&K Coo-Inda Community Kindergarten,The Creche and Kindergarten Association Limited,28 Lawrence Street  ,BILOELA,QLD,4715,07 4992 2604,4992 2604,coo-inda@candk.asn.au,,22,5/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000893,PR-00000659,PCYC Biloela School Age Care,Queensland Police-Citizens Youth Welfare Association , Biloela PCYC  Valentine Plains Road,BILOELA,QLD,4715,07 4992 3186,07 4992 2850,peta.achilles@pcyc.org.au,,60,16/12/12,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000941,PR-00000595,St Joseph's Catholic Pre-Preparatory Centre Biloela,The Roman Catholic Trust Corporation for the Diocese of Rockhampton,Corner Melton Street and Hospital Road  ,BILOELA,QLD,4715,749313753,,kindergarten@rok.catholic.edu.au,,22,23/07/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
