#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"213002308","0078","Licensed","MARIN WALDORF SCHOOL-PRESCHOOL","755 IDYLBERRY ROAD","SAN RAFAEL","CA","94903","(415) 479-8190","RADER, SHANNA","PENINSULA CHILD CARE (05)","(650) 266-8843"
"274400484","0108","Licensed","MARINA CHILD DEVELOPMENT CENTER","3066 LAKE DRIVE","MARINA","CA","93933","(831) 384-0255","NITTAYA ROBINSON","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"384000897","0021","Licensed","MARINA CHILDREN","3219A LAGUNA STREET","SAN FRANCISCO","CA","94123","(415) 931-0833","MARTIN, CAMERON","PENINSULA CHILD CARE (05)","(650) 266-8843"
"191870820","0101","Licensed","MARINA EARLY EDUCATION CENTER","4908 WESTLAWN AVE.","LOS ANGELES","CA","90066","(310) 822-8436","MAJORS, CONSTANCE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198002033","0045","Licensed","MARINA MONTESSORI SCHOOL","2301 XIMENO AVE","LONG BEACH","CA","90815","(562) 494-4641","CANDYCE BRIZZOLARA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370828","0118","Licensed","MARINA VIEW PRESCHOOL","25301 SWEET MEADOW DRIVE","LAGUNA NIGUEL","CA","92677","(949) 682-7485","MOREY, RESHMA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304270605","0194","Licensed","MARINERS CHURCH PRESCHOOL","5001 NEWPORT COAST DRIVE","IRVINE","CA","92612","(949) 854-7030","MITCHUM, MERRILISA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"223801279","0020","Licensed","MARIPOSA COUNTY HEAD START MARIPOSA SITE","5060 JONES STREET","MARIPOSA","CA","95338","(209) 966-6138","DANIEL, ANNETTE","FRESNO-CC (04)","(559) 243-4588"
"191806716","0045","Licensed","MARIPOSA HEAD START","120 EAST 25TH STREET","LOS ANGELES","CA","90011","(213) 748-7271","GUTIERREZ, CONCHITA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"340320930","0024","Licensed","MARIPOSA HEAD START PRESCHOOL","7940 MARIPOSA AVENUE","CITRUS HEIGHTS","CA","95610","(916) 971-5212","TBA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"223808424","0019","Licensed","MARIPOSA KIWANIS PRESCHOOL ACADEMY","5991 DARRAH ROAD","MARIPOSA","CA","95338","(209) 742-7042","FREDERICK-NELSON, MONICA","FRESNO-CC (04)","(559) 243-4588"
"103801594","0014","Licensed","MARIPOSA MEADOWS CHILD CARE CENTER","1011 W. ATCHISON","FRESNO","CA","93706","(559) 233-1380","CASAREZ, REYNA","FRESNO-CC (04)","(559) 243-4588"
"434404878","0050","Licensed","MARIPOSA MONTESSORI SCHOOL","16548 FERRIS AVENUE","LOS GATOS","CA","95030","(408) 356-8816","TERESA WERTMAN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"220407026","0020","Licensed","MARIPOSA PRESCHOOL, INC.","3415 WOODLAND DRIVE","MARIPOSA","CA","95338","(209) 966-2665","LEE, JACKI","FRESNO-CC (04)","(559) 243-4588"
"198012837","0024","Licensed","MARK TWAIN PRE-SCHOOL","12315 THORSON AVENUE","LYNWOOD","CA","90262","(310) 604-3063","MARIE OSBORNE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"343606948","0024","Licensed","MARK TWAIN PRESCHOOL","4914 58TH STREET","SACRAMENTO","CA","95820","(916) 264-4210","JACK-BROWN. ROBIN","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"493008698","0060","Licensed","MARK WEST COMMUNITY PRESCHOOL","4614 OLD REDWOOD HWY.","SANTA ROSA","CA","95403","(707) 540-0900","CLARK, KILEY","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"543808593","0020","Licensed","MARKET STREET CHILD DEVELOPMENT CENTER","507 MARKET STREET","EARLIMART","CA","93219","(559) 651-3022","CEJA, IRMA","FRESNO-CC (04)","(559) 243-4588"
"304370352","0036","Licensed","MARLEY'S PRESCHOOL","16771 PACIFIC COAST HIGHWAY","SUNSET BEACH","CA","90742","(714) 231-3659","ZAKY, AMBER L.","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"198007522","0048","Licensed","MARLOW PARK CHILD DEVELOPMENT CENTER","6626 MARLOW ST.","BELL GARDENS","CA","90201","(323) 560-7111","BALMACEDA, NURY","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197417857","0027","Licensed","MARQUEZ STAR PRESCHOOL","16821 MARQUEZ AVENUE","PACIFIC PALISADES","CA","90272","(310) 459-4839","RIGGS, KELLY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"434408734","0030","Licensed","MARSHALL LANE PRESCHOOL","14114 MARILYN LANE","SARATOGA","CA","95070","(408) 364-4259","STEPHANIE REID","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"376600984","0024","Licensed","MARSHALL STATE PRESCHOOL","3550 ALTADENA AVENUE","SAN DIEGO","CA","92105","(619) 283-5924","STACI MONREAL","MISSION VALLEY (20)","(619) 767-2200"
"384001666","0023","Licensed","MARTHA HILLS LEARNING CENTER - PRESCHOOL","1044 JAMESTOWN AVENUE","SAN FRANCISCO","CA","94124","(415) 468-2656","LESLIE MONCADA-LEWIS","PENINSULA CHILD CARE (05)","(650) 266-8843"
"153801904","0055","Licensed","MARTHA J. MORGAN CHILD DEVELOPMENT CENTER","3811 RIVER BLVD","BAKERSFIELD","CA","93305","(661) 873-2262","CASTILLO, JOSEPHINE","FRESNO-CC (04)","(559) 243-4588"
"334809549","0032","Licensed","MARTHA'S VILLAGE & KITCHEN","83-791 DATE AVENUE","INDIO","CA","92201","(760) 347-4741","CECILIA BROWN","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"304270969","0060","Licensed","MARTIN HEAD START","1008 WEST RUSSELL","SANTA ANA","CA","92707","(714) 427-1290","MAYRA MERIN","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"274407911","0040","Licensed","MARTIN LUTHER KING HEAD START","925 NORTH SANBORN ROAD","SALINAS","CA","93905","(831) 424-4568","ERIKA SANTISTEVAN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"343617689","0025","Licensed","MARTIN LUTHER KING JR. PS","480 LITTLE RIVER WAY","SACRAMENTO","CA","95831","(916) 718-7097","BRICK, NANCY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"070209102","0099","Licensed","MARTINEZ EARLY CHILDHOOD CENTER, INC.","615 ARCH STREET","MARTINEZ","CA","94553","(925) 229-2000","CASSANDRA CAMPBELL","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"434400448","0070","Licensed","MARTINSON CHILD DEVELOPMENT CENTER","1350 HOPE DRIVE","SANTA CLARA","CA","95054","(408) 988-8296","LIMOS, ROSIE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"191870801","0162","Licensed","MARVIN AVENUE EARLY EDUCATION CENTER","2341 SOUTH CURSON","LOS ANGELES","CA","90016","(323) 933-5882","JOHNSON, GREGORY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"340306383","0209","Licensed","MARVIN MARSHALL CHILDREN'S CENTER","5309 KENNETH AVENUE","CARMICHAEL","CA","95608","(916) 971-7380","SLAVENSKY, AMY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198013176","0068","Licensed","MARY ALICE O' CONNOR CCLC","401 N. BUENA VISTA STREET","BURBANK","CA","91506","(818) 846-1063","THEODOROPOULOS, C.","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198004813","0024","Licensed","MARY E. MELLER ELEMENTARY SCHOOL","9115 BALFOUR STREET","PICO RIVERA","CA","90660","(562) 949-7537","ROBERTA GONZALEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"483008675","0024","Pending","MARY FARMAR PRESCHOOL","901 MILITARY WEST","BENICIA","CA","94510","(707) 747-8367","REGIS, JUNE","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"192003094","0040","Licensed","MARY IMMACULATE PRE-K","10390 REMICK AVE","PACOMIA","CA","91331","(818) 404-2779","ELIAS ROSEMARY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"163808092","0036","Licensed","MARY IMMACULATE QUEEN PRE-K","884 N. LEMOORE","LEMOORE","CA","93245","(559) 924-3424","ACHARUPARAMBIL, SR. TESSY","FRESNO-CC (04)","(559) 243-4588"
"070200511","0041","Licensed","MARY JANE'S PRESCHOOL","2902 VESSING ROAD","PLEASANT HILL","CA","94523","(925) 935-3084","HUFF MARY J","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"197418321","0030","Licensed","MARY L.GIMENEZ-CAULDER CENTER","670 W. 9TH ST.","SAN PEDRO","CA","90731","(310) 831-0603","HAYSLET, TAHIA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"376700513","0048","Licensed","MARY LANYON FAY ELEMENTARY STATE PRESCHOOL","4080 52ND STREET","SAN DIEGO","CA","92105","(619) 624-2600","EILEEN MORENO","MISSION VALLEY (20)","(619) 767-2200"
"561709706","0120","Licensed","MARY LAW PRIVATE SCHOOL","2929 ALBANY DR.","OXNARD","CA","93033","(805) 483-7930","PERERA, E.","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"085402644","0024","Licensed","MARY PEACOCK STATE PRESCHOOL","1720 ARLINGTON DRIVE","CRESCENT CITY","CA","95531","(707) 464-0301","DAVIS, BROOKE","CHICO-DAY CARE (13)","(530) 895-5033"
"197416354","0030","Licensed","MARY STAR OF THE SEA PRESCHOOL","717 SO. CABRILLO AVE.","SAN PEDRO","CA","90731","(310) 831-0875","ELIZABETH CASTAGNOLA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"343611130","0017","Licensed","MARY TSUKAMOTO CHILD DEVELOPMENT CENTER","8737 BRITTANY PARK DRIVE","SACRAMENTO","CA","95828","(916) 682-7400","PARKS, JANETTE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191804110","0015","Licensed","MARY'S TENDER LOVING CARE DAY CARE & PRESCHOOL","4000 SO. VAN NESS AVE.","LOS ANGELES","CA","90062","(213) 291-9843","JONES, MARY RUTH","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191500469","0060","Licensed","MARYVALE DAY CARE CENTER","7600 EAST GRAVES AVENUE","ROSEMEAD","CA","91770","(626) 280-6510","LINSEY REYNOLDS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198016248","0076","Licensed","MARYVALE EARLY EDUCATION CENTER","2502 HUNTINGTON DR.","DUARTE","CA","91010","(626) 357-1514","STEVE GUNTHER","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197418486","0056","Licensed","MASORET YEHUDIT, INC.","7350 RESEDA BLVD.","RESEDA","CA","91335","(818) 457-4041","LIVNI, HANNA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"300603968","0080","Licensed","MATT KLINE HEADSTART","2043 MEYER PLACE","COSTA MESA","CA","92627","(949) 548-4480","KEISA JONES","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191610248","0083","Licensed","MATTEL CHILD DEVELOPMENT CENTER - PRESCHOOL","333 CONTINENTAL BLVD.","EL SEGUNDO","CA","90245","(310) 252-3311","HAWANI NEGUSSIE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"393615675","0024","Licensed","MAXINE HONG KINGSTON ELEMENTARY","6324 ALTURAS AVENUE","STOCKTON","CA","95207","(209) 933-7493","GARZA, RUBEN","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191593623","0075","Licensed","MAXSON HEAD START/STATE PRESCHOOL","12380 FELIPE","EL MONTE","CA","91732","(626) 652-4250","ALMA GONZALES","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"372006511","0078","Licensed","MAXWELL H. AND MURIEL GLUCK CHILD CARE CENTER","10660 JOHN JAY HOPKINS DRIVE","SAN DIEGO","CA","92121","(858) 455-5220","FORD, KRISTY","MISSION VALLEY (20)","(619) 767-2200"
"304370365","0024","Licensed","MAXWELL SCHOOL READINESS","2613 W. ORANGE","ANAHEIM","CA","92804","(714) 527-2217","JARAMILLO, YVETTE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"065403848","0022","Licensed","MAXWELL STATE PRESCHOOL","185 NORTH STREET","MAXWELL","CA","95955","(530) 438-2389","GARCIA, MARTHA","CHICO-DAY CARE (13)","(530) 895-5033"
"100406338","0045","Licensed","MAYFAIR PRESCHOOL","3305 E. HOME","FRESNO","CA","93703","(559) 457-3142","MATHIES, DEANNA","FRESNO-CC (04)","(559) 243-4588"
"300600639","0080","Licensed","MAYFLOWER PRE SCHOOL","4111 KATELLA","LOS ALAMITOS","CA","90720","(714) 527-2343","GIOIA, KENDY","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"274411613","0030","Licensed","MAYFLOWER PRESBYTERIAN PRESCHOOL","141 14TH STREET","PACIFIC GROVE","CA","93950","(831) 373-0226","RENEE SHABRAM","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"503604971","0030","Licensed","MAYRIS BADDELL CHILD DEVELOPMENT CENTER","641 NORSEMAN DRIVE","MODESTO","CA","95357","(209) 576-4600","BOELTER, MICKEY","FRESNO-CC (04)","(559) 243-4588"
"192006411","0048","Licensed","MAYWOOD CHILD DEVELOPMENT CENTER","4801 58TH STREET","MAYWOOD","CA","90270","(760) 942-3433","ROCIO GONZALEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198015427","0039","Licensed","MAYWOOD EARLY EDUCATION CAMPUS","3759 E. 57TH STREET","MAYWOOD","CA","90270","(323) 223-3313","CLAUDIA GALVAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"525405723","0024","Licensed","MAYWOOD HEAD START/INCLUSION","561 EDITH AVE.","CORNING","CA","96021","(530) 824-7754","VADER, CATHERINE","CHICO-DAY CARE (13)","(530) 895-5033"
"364815206","0051","Licensed","MC DONALD LEARNING CENTER","1017 HOLDEN AVENUE","BIG BEAR CITY","CA","92314","(909) 585-6848","MERCY VALENCIA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"340320500","0034","Licensed","MC KINLEY MONTESSORI SCHOOL-EAST","3014 H STREET","SACRAMENTO","CA","95816","(916) 447-5331","KATHLEEN/REBECCA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"340308598","0034","Licensed","MC KINLEY MONTESSORI SCHOOL-WEST","3008 H STREET","SACRAMENTO","CA","95816","(916) 447-5331","KATHLEEN/REBECCA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"434400376","0045","Licensed","MCA GRANADA ISLAMIC SCHOOL","3003 SCOTT BOULEVARD","SANTA CLARA","CA","95054","(408) 980-1161","LINA HAMOUDEH","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"198000222","0092","Licensed","MCA/UNIVERSAL CHILD CARE CENTER","3737 BARHAM BLVD.","LOS ANGELES","CA","90068","(818) 777-9130","JENNIFER WEST","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"243808539","0020","Licensed","MCCAA LE GRAND EARLY LEARNING CENTER","4140 COOK ST.","LE GRAND","CA","95333","(209) 389-4117","SITE SUP","FRESNO-CC (04)","(559) 243-4588"
"243808432","0096","Licensed","MCCAA-LOS BANOS CHILD DEVELOPMENT CENTER","1624 SAN LUIS STREET","LOS BANOS","CA","93635","(209) 826-1011","MICHELLE GUSTELLUM","FRESNO-CC (04)","(559) 243-4588"
"475404269","0036","Licensed","MCCLOUD ELEMENTARY PRESCHOOL","332 HAMILTON WAY","MCCLOUD","CA","96057","(530) 964-2133","JONES, GRETA","CHICO-DAY CARE (13)","(530) 895-5033"
"103808838","0024","Pending","MCCORD STATE PRESCHOOL","710 D STREET","ORANGE COVE","CA","93646","(559) 305-3326","VILLASENOR, OSCAR","FRESNO-CC (04)","(559) 243-4588"
"304370715","0060","Licensed","MCDOWELL SCHOOL","29028 ALOMA AVENUE","LAGUNA NIGUEL","CA","92677","(949) 495-5162","GLEESON, RYAN","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"390313454","0072","Licensed","MCFALL SCHOOL HEAD START","1810 HOYT LANE","MANTECA","CA","95336","(209) 825-4783","SVOS, GAIL","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"150407006","0025","Licensed","MCFARLAND CHILD DEVELOPMENT CENTER","410 E. PERKINS","MCFARLAND","CA","93250","(661) 792-2164","CEBALLOS, MARIA","FRESNO-CC (04)","(559) 243-4588"
"150408979","0024","Licensed","MCFARLAND DISTRICT PRESCHOOL","356 KERN AVENUE","MCFARLAND","CA","93250","(661) 792-6708","ZEPEDA, JACINTA","FRESNO-CC (04)","(559) 243-4588"
"191605038","0024","Licensed","MCKINLEY CHILD DEVELOPMENT CENTER","6822 PARAMOUNT BLVD.","LONG BEACH","CA","90805","(213) 531-6182","PATRICIA JERNIGAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"390317652","0024","Licensed","MCKINLEY ELEMENTARY SCHOOL","30 W. NINTH STREET, ROOM A","STOCKTON","CA","95206","(209) 953-4235","HAGEDORN, JOAQUIN","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"153801756","0024","Licensed","MCKINLEY ELEMENTARY SCHOOL","601 4TH STREET","BAKERSFIELD","CA","93304","(661) 631-4557","BEED, RENE","FRESNO-CC (04)","(559) 243-4588"
"198015389","0060","Licensed","MCKINLEY HEAD START","6822 PARAMOUNT BLVD.","LONG BEACH","CA","90805","(562) 630-6200","MARICELA GUIDO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198016871","0054","Licensed","MCKINLEY MONTESSORI ACADEMY","217 E. MCKINLEY AVENUE","POMONA","CA","91767","(909) 620-8400","SKOLASKI, CYNDY","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"421711580","0045","Licensed","MCKINLEY STATE PRESCHOOL","350 LOMA ALTA DRIVE","SANTA BARBARA","CA","93109","(805) 965-8571","SANDRA LOGSDON","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"191606222","0021","Licensed","MCKINLEY STATE PRESCHOOL","14431 S. STANFORD AVENUE","COMPTON","CA","90220","(310) 898-6329","FREDRICKA BROWN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"430709429","0144","Licensed","MCKINLEY STATE PRESCHOOL/HEAD START","651 MACREDES","SAN JOSE","CA","95116","(408) 297-7717","TERESITA PADILLA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"393607723","0108","Probationary","MCKINLEY VILLAGE CHILD DEVELOPMENT CENTER","2105-2123 TRACY BLVD.","TRACY","CA","95376","(209) 832-7844","SHORT, CHRISTINA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"561711691","0024","Licensed","MCKINNA SCHOOL","1611 SOUTH ""J"" ST.","OXNARD","CA","93033","(805) 385-1563","ANNE JENKS","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"334819323","0026","Licensed","MCSWEENY ELEMENTARY SCHOOL PRESCHOOL PROGRAM","451 W. CHAMBERS STREET","HEMET","CA","92543","(951) 765-1648","ROBIN FAIRFIELD","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"070213224","0015","Licensed","MDUSD - CLAYTON VALLEY CHARTER HIGH SCHOOL","1101 ALBERTA WAY","CONCORD","CA","94521","(925) 682-7474","YUEN, PATRICIA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"197401142","0025","Licensed","ME'RAJ CORPORATION","11070 OLD SANTA SUSANA PASS RD","CHATSWORTH","CA","91311","(818) 886-5831","MARIAM AHMADYAR","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"455402120","0096","Licensed","MEADOW LANE STATE PRESCHOOL","2770 BALLS FERRY ROAD","ANDERSON","CA","96007","(530) 378-7030","MITCHELL, RITA","CHICO-DAY CARE (13)","(530) 895-5033"
"354413021","0026","Licensed","MEADOWLARK PRESCHOOL","10 MANSFIELD ROAD","HOLLISTER","CA","95023","(831) 801-0033","JOY URTNOWSKI","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"191228530","0030","Licensed","MEDIA CENTER MONTESSORI PRESCHOOL","3711 WEST CLARK STREET","BURBANK","CA","91505","(818) 558-3602","NEVRIK SATAMIAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197401547","0030","Licensed","MEDIA CENTER MONTESSORI PRESCHOOL-ANNEX","1601 W. MAGNOLIA BLVD.","BURBANK","CA","91506","(818) 558-1480","NEVRIK SATAMIAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191202454","0051","Licensed","MEHER MONTESSORI SCHOOL","943 E. ALTADENA DRIVE","ALTADENA","CA","91001","(626) 798-1171","HYDE, SHARON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191571193","0087","Licensed","MEHER MONTESSORI SCHOOL","2009 S GARFIELD AVENUE","MONTEREY PARK","CA","91754","(323) 724-0683","JOHN F. PAGE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198005936","0060","Licensed","MEKHITARIST FATHERS OF VIENNA","6470 FOOTHILL BLVD.","TUJUNGA","CA","91042","(818) 353-3003","HOUSEP GHAZARIAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191600999","0089","Licensed","MEL-O-DEE MONTESSORI CENTER","3659 MOTOR AVE","LOS ANGELES","CA","90034","(310) 837-3431","ELVIA CHAIDEZ","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191606626","0037","Licensed","MELBOURNE HEAD START/STATE PRESCHOOL","21314 CLARETTA","LAKEWOOD","CA","90715","(562) 865-5632","ISABEL DELGADILLO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"334819985","0073","Licensed","MELODY LANE CHILDRENS CENTER","9191 COLORADO AVENUE","RIVERSIDE","CA","92503","(951) 352-2161","JANICE RANDOLPH","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"270702033","0111","Licensed","MELODYPARK CHRISTIAN DAYCARE SCHOOL","1130 SAN VINCENTE","SALINAS","CA","93901","(408) 422-5311","ANGIE CASTRO","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"198015416","0040","Licensed","MELROSE HEAD START","4710 MELROSE AVENUE","LOS ANGELES","CA","90029","(626) 572-5107","MARITZA ARCHER","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"393605862","0048","Licensed","MELVILLE S. JACOBSON STATE PRESCHOOL","1750 KAVANAGH STREET","TRACY","CA","95376","(209) 832-8799","DELFINO, JODI","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"230108719","0057","Licensed","MENDOCINO COLLEGE CHILD CARE FACILITY","1000 HENSLEY CREEK ROAD","UKIAH","CA","95482","(707) 468-3089","PAT THYGESEN","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"100408796","0030","Licensed","MENDOTA MIGRANT HEAD START","435 SORENSEN AVENUE","MENDOTA","CA","93640","(559) 655-3087","RAMIREZ, MARIA","FRESNO-CC (04)","(559) 243-4588"
"100407158","0048","Licensed","MENDOTA UNIFIED PRESCHOOL","1599 5TH STREET","MENDOTA","CA","93640","(559) 655-4365","GAMEZ, REBECCA","FRESNO-CC (04)","(559) 243-4588"
"334841029","0160","Licensed","MENIFEE CHILD DEVELOPMENT CENTER","25625 BRIGGS ROAD","MENIFEE","CA","92585","(951) 928-4000","RACHEL SMITH","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"334819429","0090","Licensed","MENIFEE PRESCHOOL","26350 LA PIEDRA ROAD","MENIFEE","CA","92584","(951) 672-6478","JEANNE BARGMAN","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"414001220","0017","Licensed","MENLO SCHOOL CHILD CARE CENTER","50 VALPARAISO AVENUE","ATHERTON","CA","94027","(650) 330-2001","LISA WILLIAMS, DIRECTOR","PENINSULA CHILD CARE (05)","(650) 266-8843"
"198017586","0030","Licensed","MENTOR AVENUE PRESCHOOL","308 NORTH MENTOR AVENUE","PASADENA","CA","91106","(626) 396-7008","DORCAS YESENIA VALDEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"240406627","0100","Licensed","MERCED CHILD DEVELOPMENT","720 & 724 SOUTH HIGHWAY 59","MERCED","CA","95341","(209) 723-1046","COX-OSEGUERA, APRIL","FRESNO-CC (04)","(559) 243-4588"
"243808212","0036","Licensed","MERCED CHRISTIAN PRESCHOOL","3312 NORTH G STREET","MERCED","CA","95340","(209) 384-1940","ROGERS, SUSAN","FRESNO-CC (04)","(559) 243-4588"
"240406698","0120","Licensed","MERCED COLLEGE CHILD DEVELOPMENT CENTER","3600 M STREET","MERCED","CA","95340","(209) 384-6245","SCORBY, MARILYN","FRESNO-CC (04)","(559) 243-4588"
"240403488","0044","Licensed","MERCED MONTESSORI SCHOOL","424 W 21ST STREET","MERCED","CA","95340","(209) 722-9823","MACDONALD ANN","FRESNO-CC (04)","(559) 243-4588"
"240402754","0021","Licensed","MERCED MONTESSORI SCHOOL","436 WEST 21ST STREET","MERCED","CA","95340","(209) 722-9823","VINEYARD, K/SANTO, M","FRESNO-CC (04)","(559) 243-4588"
"191890433","0114","Licensed","MERIDIAN EARLY EDUCATION CENTER","6124 RUBY PLACE","LOS ANGELES","CA","90042","(323) 254-6749","REYNAGA, BERTHA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"376700267","0022","Licensed","MERIDIAN ELEMENTARY STATE PRESCHOOL","651 S. THIRD STREET","EL CAJON","CA","92019","(619) 401-6380","MICHELLE HAYES","MISSION VALLEY (20)","(619) 767-2200"
"393607795","0024","Licensed","MERLO PRESCHOOL","1670 EAST SIXTH STREET","STOCKTON","CA","95206","(209) 953-4223","MOMBERG, KNUTE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"073401649","0026","Licensed","MERRIEWOOD CHILDREN'S CENTER","2964 MIRANDA AVENUE","ALAMO","CA","94507","(925) 837-8792","JOHNSONBAUGH, GRETCHEN","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"070209419","0059","Licensed","MERRIEWOOD CHILDREN'S CENTER","561 MERRIEWOOD DRIVE","LAFAYETTE","CA","94549","(925) 284-2121","KISNER, DIANE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
